mse,mae,rmse,precision,recall,diversity,novelty
1.023834228515625,0.8027046322822571,1.011846899986267,0.31845238095238093,0.22613667601297488,1.0,0.00889560580253601
1.0089507102966309,0.806623637676239,1.0044653415679932,0.6367460317460318,0.27941551511066176,1.0,0.08094293251633644
1.221756100654602,0.896030068397522,1.1053308248519897,0.3127450980392157,0.2756709956709957,1.0,0.12466319929808378
1.2207300662994385,0.9214555025100708,1.1048665046691895,0.5619369127996284,0.29784496000847505,1.0,0.22212814539670944
1.3049184083938599,0.9480203986167908,1.1423301696777344,0.4757789779808891,0.25569444444444445,1.0,0.10104134492576122
1.2908663749694824,0.9201842546463013,1.1361629962921143,0.2974870657797487,0.24594664594664595,1.0,0.04337024502456188
1.0430152416229248,0.8391256332397461,1.021281123161316,0.38278388278388276,0.2937086305507358,1.0,0.059430740773677826
1.2415266036987305,0.8929958343505859,1.1142382621765137,0.5007936507936508,0.2600772430184195,1.0,0.09571851510554552
1.3357102870941162,0.9312697649002075,1.1557292938232422,0.3451618975903614,0.24692307692307694,1.0,0.15979618206620216
1.244974136352539,0.9028993844985962,1.1157840490341187,0.45111111111111113,0.27899159663865547,1.0,0.11459942255169153
1.1656755208969116,0.8683403134346008,1.0796644687652588,0.48982700220509673,0.2719430760810071,1.0,0.1780060324817896
1.1923505067825317,0.9270172119140625,1.0919480323791504,0.3189437984496124,0.23641025641025645,1.0,0.21241749078035355
1.1794402599334717,0.8846685886383057,1.0860203504562378,0.47206959706959706,0.31652933273622924,1.0,0.06566805485635996
1.066133737564087,0.815703272819519,1.032537579536438,0.48104647244432186,0.3077358490566038,1.0,0.14190514665096998
1.1596217155456543,0.8369739055633545,1.0768574476242065,0.32410951621477935,0.23019780219780223,1.0,0.025470254942774773
0.955858588218689,0.7852855920791626,0.9776802062988281,0.5401315789473684,0.29465329991645783,1.0,0.09802462719380856
1.1781771183013916,0.883418619632721,1.0854387283325195,0.42765567765567764,0.289654403567447,1.0,0.22609032411128283
1.2111650705337524,0.8907630443572998,1.100529432296753,0.35014909189482246,0.25701667763879743,1.0,0.010991161689162254
1.374934196472168,0.9137543439865112,1.1725759506225586,0.5651111111111111,0.38093008189882255,1.0,0.07227820437401533
1.4392669200897217,0.9734113216400146,1.1996945142745972,0.37722857661583153,0.29014485365957265,1.0,0.184564346447587
1.2623497247695923,0.8752118945121765,1.123543381690979,0.29624542124542125,0.21507191994996874,1.0,0.06614001654088497
1.2188434600830078,0.8596456050872803,1.1040124893188477,0.5844444444444444,0.394542349726776,1.0,0.026606054045259953
1.034063458442688,0.8321682214736938,1.0168890953063965,0.36293103448275865,0.266109503910854,1.0,0.23520192317664623
1.1936640739440918,0.899647057056427,1.0925493240356445,0.21999263622974963,0.1862689393939394,1.0,0.26744255144149065
1.168190598487854,0.8509175181388855,1.0808286666870117,0.4962779156327543,0.2435373048004627,1.0,0.05988173931837082
1.3330665826797485,0.9075472354888916,1.1545851230621338,0.4809523809523809,0.29805094286518435,1.0,0.007673788815736771
1.0003597736358643,0.8015682697296143,1.0001798868179321,0.48640598531902873,0.267611433555706,1.0,0.13412245362997055
1.06463623046875,0.8515243530273438,1.031812071800232,0.36804846938775515,0.2603883664228492,1.0,0.2709634741768241
1.2669897079467773,0.9175369739532471,1.1256064176559448,0.3505661005661006,0.26757174988753935,1.0,0.05118508916348219
1.368655800819397,0.9309741258621216,1.1698956489562988,0.3462271291728656,0.24997863247863247,1.0,0.10873043537139893
0.9745832085609436,0.8169581890106201,0.9872098565101624,0.4132975109076604,0.27431181844974944,1.0,0.12896161526441574
1.0357096195220947,0.8103935122489929,1.0176982879638672,0.3730636833046471,0.29210526315789476,1.0,0.11832649167627096
1.1977663040161133,0.8897600769996643,1.094425082206726,0.5332887819656064,0.3032976827094474,1.0,0.11871457099914551
1.461693525314331,0.9538359642028809,1.2090052366256714,0.3498917748917749,0.2604761904761905,1.0,0.05263454467058182
1.1410878896713257,0.8442953824996948,1.068217158317566,0.41527284530492226,0.30735294117647055,1.0,0.08032297808676958
1.2830958366394043,0.9186074733734131,1.1327382326126099,0.3849206349206349,0.2424430312665607,1.0,0.1208929680287838
1.2353997230529785,0.9121595621109009,1.1114853620529175,0.28825301204819276,0.23114561704432607,1.0,0.02108236588537693
1.1630016565322876,0.8614583015441895,1.0784255266189575,0.43629559350621966,0.28888888888888886,1.0,0.17675419431179762
0.9613140821456909,0.7677472829818726,0.9804662466049194,0.3243708452041785,0.2691269841269841,1.0,0.10943251475691795
1.3464252948760986,0.9042519927024841,1.1603556871414185,0.48543236649498506,0.3398301158301158,1.0,0.07727567479014397
1.4115769863128662,0.9546876549720764,1.1880980730056763,0.35498200629779575,0.2732903225806452,1.0,0.03580490965396166
1.205153465270996,0.8838794231414795,1.097794771194458,0.445,0.27525252525252525,0.9921875,0.0040359701961278915
1.1768543720245361,0.9100194573402405,1.0848292112350464,0.3131929046563193,0.2509220621887199,1.0,0.19950815849006176
1.2993649244308472,0.9165843725204468,1.1398968696594238,0.32990967365967366,0.2464823675349991,1.0,0.02338083367794752
1.1111092567443848,0.8415907621383667,1.0540916919708252,0.37182875264270615,0.30820562416307096,1.0,0.23077961523085833
1.140995740890503,0.8503862619400024,1.0681740045547485,0.5616000832292967,0.31728670151004135,1.0,0.009815208613872528
1.2304317951202393,0.9183130264282227,1.1092482805252075,0.31711714352720455,0.2611906604747162,1.0,0.0500384084880352
1.4684091806411743,0.9585912227630615,1.2117793560028076,0.3647812971342383,0.29104761904761905,1.0,0.11339931562542915
1.112054467201233,0.8495360612869263,1.0545399188995361,0.42830687830687836,0.20522273425499232,1.0,0.18072334304451942
1.0543259382247925,0.7993561029434204,1.0268038511276245,0.4295948616600791,0.3206280193236715,1.0,0.04723251797258854
1.0244171619415283,0.7991390228271484,1.0121349096298218,0.4076586579029178,0.3069321982365461,1.0,0.22091414779424667
1.0604660511016846,0.8310487270355225,1.0297893285751343,0.4154761904761905,0.3079566854990584,1.0,0.10696860402822495
1.1515897512435913,0.8439377546310425,1.0731215476989746,0.3458650544857441,0.25793650793650796,1.0,0.13461520802229643
1.4909820556640625,0.9827187657356262,1.221057653427124,0.3526792313377679,0.2844514106583072,1.0,0.006423291750252247
1.2053178548812866,0.8744039535522461,1.097869634628296,0.29792692939244664,0.22211948790896158,1.0,0.07004898600280285
1.1119747161865234,0.8582878708839417,1.0545021295547485,0.32276554588382544,0.27940133037694015,1.0,0.047370913438498974
0.8957587480545044,0.740041971206665,0.9464453458786011,0.5196078431372548,0.3117919799498747,1.0,0.13664027117192745
1.2860515117645264,0.8902639150619507,1.1340421438217163,0.5488842653059158,0.3516157916157916,1.0,0.12200519535690546
1.1392815113067627,0.8826727271080017,1.0673713684082031,0.26388888888888895,0.24762379528082418,1.0,0.16402600705623627
1.1027096509933472,0.8602723479270935,1.0500998497009277,0.43254150702426564,0.24213564213564212,1.0,0.15263374196365476
1.1435961723327637,0.8766979575157166,1.0693905353546143,0.34652069817732467,0.22987012987012986,1.0,0.2854590266942978
1.4303051233291626,0.967369794845581,1.195953607559204,0.4751633986928105,0.2554529514903565,1.0,0.011531660333275795
1.0510540008544922,0.8529049158096313,1.0252091884613037,0.42772754671488844,0.2298626373626374,1.0,0.1315587805584073
1.139716386795044,0.8819822072982788,1.0675749778747559,0.40770905923344947,0.3253113553113553,1.0,0.28768655098974705
1.2986913919448853,0.9593873620033264,1.139601469039917,0.331186357502147,0.23448275862068968,1.0,0.09369046427309513
1.3643243312835693,0.9838592410087585,1.1680428981781006,0.31080572289156627,0.20587167070217918,1.0,0.05151904374361038
1.2884531021118164,0.9207590222358704,1.1351004838943481,0.32940292096219936,0.26168498168498167,1.0,0.12535883020609617
1.425480604171753,0.9714148044586182,1.1939349174499512,0.4886718220051553,0.2773393273393273,1.0,0.09453563019633293
0.912665843963623,0.7673805356025696,0.9553354382514954,0.32779009608277904,0.26766845557543234,1.0,0.1147928424179554
1.2891038656234741,0.897743284702301,1.1353870630264282,0.5408064516129032,0.3169825588170553,1.0,0.11007688753306866
1.115017294883728,0.8613741397857666,1.0559437274932861,0.3926176792556103,0.2803702270381837,1.0,0.0901678316295147
1.346468448638916,0.9436079263687134,1.1603742837905884,0.28069487983281083,0.23555555555555557,1.0,0.0727074183523655
1.0308067798614502,0.8043471574783325,1.0152865648269653,0.3784457478005865,0.26351610734152453,1.0,0.08781701698899269
1.0693399906158447,0.8377289175987244,1.0340889692306519,0.29319638694638694,0.231891781102685,1.0,0.036043631844222546
1.240122675895691,0.9401336908340454,1.1136078834533691,0.27717086834733895,0.22144522144522144,1.0,0.0733323423191905
1.2883379459381104,0.8991196155548096,1.1350497007369995,0.3563420348058902,0.2566746466028272,1.0,0.12796085700392723
1.0154914855957031,0.811457633972168,1.0077159404754639,0.5279439969313386,0.3386899065846435,1.0,0.1386741055175662
1.177647590637207,0.8532121181488037,1.085194706916809,0.4402745995423341,0.31220779220779227,1.0,0.054157452657818794
0.9877252578735352,0.8104169368743896,0.993843674659729,0.36118745595489776,0.28174603174603174,1.0,0.21385355107486248
1.1118009090423584,0.8215851187705994,1.054419755935669,0.3705369668911336,0.2921829521829522,1.0,0.09613305889070034
1.2122997045516968,0.8761122226715088,1.101044774055481,0.45877341049754844,0.26443845462713383,1.0,0.09772123210132122
1.1425355672836304,0.8533631563186646,1.068894624710083,0.49586139169472504,0.2895804195804196,1.0,0.22904320526868105
1.3201926946640015,0.8899426460266113,1.148996353149414,0.5731601731601732,0.27899204814098433,1.0,0.050193869043141603
0.9025312662124634,0.7692757844924927,0.950016438961029,0.407914020517831,0.2983783783783784,1.0,0.1642510024830699
1.3051315546035767,0.9064345955848694,1.1424235105514526,0.3259321323837453,0.26552510802759066,1.0,0.08711676113307476
1.2055234909057617,0.8812767267227173,1.0979633331298828,0.633311125916056,0.30085086489013557,1.0,0.07193644531071186
1.467130184173584,0.9518823623657227,1.2112514972686768,0.491064491064491,0.29803921568627445,1.0,0.04408050701022148
1.1886529922485352,0.8675990104675293,1.0902535915374756,0.3697209653092006,0.25687426556991777,1.0,0.05013102479279041
1.3319822549819946,0.9290800094604492,1.1541153192520142,0.427509236453202,0.2702931841258796,1.0,0.06639227084815502
1.151151180267334,0.8868651390075684,1.072917103767395,0.2869845208554886,0.24021164021164024,1.0,0.1359569299966097
1.0663292407989502,0.8336686491966248,1.0326322317123413,0.44692714692714686,0.27247360482654603,1.0,0.022940263617783785
1.0033574104309082,0.8455417156219482,1.0016772747039795,0.34679054054054054,0.24500000000000002,1.0,0.15188344940543175
1.1963964700698853,0.8918225169181824,1.0937989950180054,0.4350765306122449,0.22723387723387725,1.0,0.17832628451287746
1.1841193437576294,0.8909925818443298,1.088172435760498,0.3528409090909091,0.2701098901098901,1.0,0.07892363145947456
1.2640762329101562,0.9598456025123596,1.1243114471435547,0.31567733253588515,0.22445355191256827,1.0,0.12166929431259632
