mse,mae,rmse,novelty
0.8685975074768066,0.6679406762123108,0.9319857954978943,0.0008290410041809082
0.8821490406990051,0.6450674533843994,0.9392279386520386,0.015839330852031708
0.6505329012870789,0.6113609671592712,0.806556224822998,0.03922156244516373
0.7736066579818726,0.6320574283599854,0.8795491456985474,0.09986279532313347
0.9253267049789429,0.6725845336914062,0.9619390368461609,0.0031555481255054474
1.1902613639831543,0.7760064601898193,1.0909910202026367,0.14251319505274296
0.7411668300628662,0.626258134841919,0.8609104752540588,0.08857622742652893
0.7346106767654419,0.6209607124328613,0.8570942878723145,0.012229245156049728
0.8808349967002869,0.6790587306022644,0.9385280609130859,0.049864254891872406
1.249766230583191,0.762111485004425,1.1179293394088745,0.12590251863002777
0.9496955871582031,0.714672327041626,0.9745232462882996,0.03323822282254696
0.6973196864128113,0.6443890333175659,0.8350566625595093,0.1363910771906376
1.0707430839538574,0.7239187955856323,1.0347671508789062,0.028688572347164154
0.6856968402862549,0.5642109513282776,0.8280681371688843,0.021899376064538956
0.8838220238685608,0.6482874155044556,0.9401180744171143,0.06285650376230478
0.7929787039756775,0.6447645425796509,0.8904935121536255,0.04078272916376591
0.9890121221542358,0.7130213379859924,0.9944908618927002,0.07672553695738316
0.9117176532745361,0.669220507144928,0.9548390507698059,0.02669580653309822
1.2730047702789307,0.7845604419708252,1.1282751560211182,0.11947637237608433
0.9788069725036621,0.6999142169952393,0.9893467426300049,0.036054253578186035
0.7415242195129395,0.6385872960090637,0.8611180186271667,0.015068570151925087
0.9646910429000854,0.7152867317199707,0.9821868538856506,0.05277964100241661
0.9211694002151489,0.7112963199615479,0.9597756862640381,0.0360140036791563
0.8802499175071716,0.6997328996658325,0.9382163286209106,0.013275731354951859
0.8385000228881836,0.6260092258453369,0.9156964421272278,0.032228803262114525
0.6204743385314941,0.6052521467208862,0.7877019047737122,0.09292002394795418
0.99083411693573,0.717260479927063,0.995406448841095,0.011154068633913994
0.661647379398346,0.6053910255432129,0.8134170770645142,0.11565383896231651
0.7563830614089966,0.6283385753631592,0.8697028756141663,0.06603369675576687
0.7250945568084717,0.6067944765090942,0.851524829864502,0.04382260516285896
0.8408516049385071,0.65123051404953,0.9169796109199524,0.04694511368870735
