mse,mae,rmse,novelty
0.817421555519104,0.6481233835220337,0.9041136503219604,0.053764792159199715
0.8879226446151733,0.6446436643600464,0.9422964453697205,0.0632101558148861
0.6726088523864746,0.6217353940010071,0.8201273679733276,0.001170249655842781
0.8305628299713135,0.6406311988830566,0.9113522171974182,0.047270817682147026
0.9799066781997681,0.705689549446106,0.9899023175239563,0.04480879008769989
1.2269620895385742,0.7760931253433228,1.1076831817626953,0.17533324100077152
0.7826485633850098,0.6461945176124573,0.8846742510795593,0.055893927812576294
0.7525818347930908,0.6436915993690491,0.8675147891044617,0.019191989675164223
0.9176634550094604,0.7087424993515015,0.9579474925994873,0.051908986642956734
1.193192720413208,0.7472701668739319,1.0923335552215576,0.1603488214313984
0.9593386650085449,0.7300211191177368,0.9794582724571228,0.06881974451243877
0.708710789680481,0.6408438086509705,0.8418496251106262,0.07604406215250492
1.1042170524597168,0.7203564643859863,1.0508172512054443,0.08240171894431114
0.728710412979126,0.6115925312042236,0.853645384311676,0.030025551095604897
0.7793951034545898,0.6376786231994629,0.8828335404396057,0.010578896850347519
0.8023901581764221,0.6734461784362793,0.8957623243331909,0.062371861189603806
0.9811077117919922,0.7197265625,0.9905087947845459,0.11617174558341503
1.0093659162521362,0.7102175951004028,1.0046720504760742,0.08992385119199753
1.365363597869873,0.8026391863822937,1.168487787246704,0.17535952292382717
1.0122690200805664,0.7252263426780701,1.0061157941818237,0.06872516125440598
0.76628178358078,0.6497454643249512,0.8753752112388611,0.023481404408812523
0.9455387592315674,0.7141710519790649,0.9723881483078003,0.08572578243911266
0.8342684507369995,0.6887102127075195,0.9133829474449158,0.0012359600514173508
0.9589009881019592,0.7349780797958374,0.9792348742485046,0.04765092767775059
0.8727781176567078,0.6523727178573608,0.9342259168624878,0.06594504043459892
0.6371059417724609,0.6246853470802307,0.7981891632080078,0.07817985862493515
0.9717427492141724,0.7210400700569153,0.9857701063156128,0.03464077599346638
0.7255251407623291,0.6170003414154053,0.8517776131629944,0.06298375315964222
0.7050753831863403,0.6035197377204895,0.8396876454353333,0.01441946066915989
0.7542047500610352,0.6251019239425659,0.8684495687484741,0.012292414903640747
0.8155249953269958,0.6533646583557129,0.9030642509460449,0.05599699728190899
0.9282641410827637,0.7059992551803589,0.963464617729187,0.005351344123482704
0.6354644298553467,0.619730532169342,0.7971602082252502,0.10486429184675217
1.4628543853759766,0.8337907195091248,1.2094851732254028,0.18212109990417957
0.501481294631958,0.5312275886535645,0.7081534266471863,0.08746178261935711
0.8989139795303345,0.6566362380981445,0.948110818862915,0.11255715042352676
0.8539198040962219,0.673261821269989,0.9240778088569641,0.05929019674658775
1.2015362977981567,0.7632259130477905,1.0961461067199707,0.12472119741141796
0.6816149950027466,0.6194620132446289,0.825599730014801,0.08964235335588455
1.1143792867660522,0.7119572162628174,1.055641531944275,0.09645598009228706
0.7515108585357666,0.6132329702377319,0.8668972253799438,0.03499215096235275
1.0346940755844116,0.7327227592468262,1.017199158668518,0.04392053000628948
0.6763215661048889,0.6205642819404602,0.8223877549171448,0.0551509615033865
0.7572304010391235,0.6131796836853027,0.8701898455619812,0.03307782858610153
0.8772326111793518,0.6762913465499878,0.9366070032119751,0.0950540229678154
0.8899127244949341,0.6871993541717529,0.9433518648147583,0.13708785735070705
0.7765657901763916,0.6349024772644043,0.8812296390533447,0.014474006369709969
