mse,mae,rmse,precision,recall,diversity,novelty
0.19182772934436798,0.3135809302330017,0.43798142671585083,0.3175930922827847,0.3365006553079948,1.0,0.09249523747712374
0.3991119861602783,0.35999855399131775,0.631753146648407,0.40746996996997,0.2657081236520489,1.0,0.0021439380943775177
0.26193758845329285,0.3478376269340515,0.5117984414100647,0.5083333333333333,0.39221611721611727,1.0,0.055449459701776505
0.33830469846725464,0.37480229139328003,0.5816396474838257,0.35238095238095235,0.3254901960784314,1.0,0.001614210195839405
0.4984554648399353,0.4391712546348572,0.7060137987136841,0.395873786407767,0.33356060606060606,1.0,0.015910430811345577
0.23642143607139587,0.2968120276927948,0.48623183369636536,0.7021396396396397,0.33214285714285713,1.0,0.08913125842809677
0.4112885594367981,0.3988190293312073,0.6413178443908691,0.6155555555555555,0.31931818181818183,1.0,0.02609729953110218
0.23212026059627533,0.3574228286743164,0.48178860545158386,0.6602484472049689,0.34157754010695185,1.0,0.07736342027783394
0.2509680390357971,0.32369041442871094,0.5009670853614807,0.5647964250248263,0.3834862385321101,1.0,0.08165103010833263
0.2668995261192322,0.35929304361343384,0.5166231989860535,0.7083333333333333,0.41496598639455784,1.0,0.048653630539774895
0.3905802369117737,0.39361733198165894,0.62496417760849,0.31868131868131866,0.26515151515151514,1.0,0.04458940029144287
0.31993699073791504,0.35383740067481995,0.5656297206878662,0.3716681641209943,0.26546546546546546,1.0,0.065290167927742
0.29845577478408813,0.36439430713653564,0.54631108045578,0.6655518394648829,0.34299191374663074,1.0,0.04356653429567814
0.4006221294403076,0.38740137219429016,0.6329471468925476,0.4737814737814738,0.26993464052287586,1.0,0.00016516447067260742
0.39860400557518005,0.3753744661808014,0.6313509345054626,0.43820512820512825,0.3755896226415094,1.0,0.08419833704829216
0.24739061295986176,0.3419332206249237,0.4973837733268738,0.4112250404749056,0.32232142857142854,1.0,0.05127684026956558
0.2195417582988739,0.3073923587799072,0.4685528576374054,0.8143274853801169,0.4506265664160401,1.0,0.06730541959404945
0.486843466758728,0.4103230834007263,0.697741687297821,0.5208737864077669,0.3266148043375766,1.0,0.05404977686703205
0.17956438660621643,0.31348639726638794,0.4237504005432129,0.42842712842712843,0.3322727272727273,1.0,0.04167073406279087
0.38948652148246765,0.3894609212875366,0.6240885257720947,0.2804232804232804,0.2377230246389125,1.0,0.032276175916194916
